user_id,match_id,map_id,x,y,z,ts,event,is_bot,date
10648aa3-b215-4c52-9577-5c5689a08939,fe725def-4a3a-46f7-9646-dee91cb7d1be.nakama-0,AmbroseValley,16.33763,115.64154,146.53125,1970-01-21 11:56:58.873,Position,False,1970-01-21
10648aa3-b215-4c52-9577-5c5689a08939,fe725def-4a3a-46f7-9646-dee91cb7d1be.nakama-0,AmbroseValley,-160.2326,147.52458,295.63052,1970-01-21 11:56:58.531,Position,False,1970-01-21
10648aa3-b215-4c52-9577-5c5689a08939,fe725def-4a3a-46f7-9646-dee91cb7d1be.nakama-0,AmbroseValley,12.899159,110.74423,175.53705,1970-01-21 11:56:58.772,Position,False,1970-01-21
10648aa3-b215-4c52-9577-5c5689a08939,fe725def-4a3a-46f7-9646-dee91cb7d1be.nakama-0,AmbroseValley,42.284008,109.84018,239.52013,1970-01-21 11:56:58.651,Position,False,1970-01-21
10648aa3-b215-4c52-9577-5c5689a08939,fe725def-4a3a-46f7-9646-dee91cb7d1be.nakama-0,AmbroseValley,-0.017579474,106.393776,-8.593431,1970-01-21 11:56:59.089,Position,False,1970-01-21
10648aa3-b215-4c52-9577-5c5689a08939,fe725def-4a3a-46f7-9646-dee91cb7d1be.nakama-0,AmbroseValley,60.260864,110.414604,-13.475151,1970-01-21 11:56:59.209,Position,False,1970-01-21
10648aa3-b215-4c52-9577-5c5689a08939,fe725def-4a3a-46f7-9646-dee91cb7d1be.nakama-0,AmbroseValley,13.804681,109.79674,257.46948,1970-01-21 11:56:58.606,Position,False,1970-01-21
10648aa3-b215-4c52-9577-5c5689a08939,fe725def-4a3a-46f7-9646-dee91cb7d1be.nakama-0,AmbroseValley,-25.73226,111.020325,8.0933,1970-01-21 11:56:58.928,Position,False,1970-01-21
1460,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,-106.57089,124.62096,-345.5124,1970-01-21 11:51:53.982,BotPosition,True,1970-01-21
1457,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,-38.56529,123.1834,-203.80287,1970-01-21 11:51:54.033,BotPosition,True,1970-01-21
1473,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,133.60847,113.24999,69.53424,1970-01-21 11:51:54.073,BotPosition,True,1970-01-21
070cc1c5-677f-4397-892b-70b4b77d3eab,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,-206.8472,123.49326,-325.9833,1970-01-21 11:51:54.048,Position,False,1970-01-21
070cc1c5-677f-4397-892b-70b4b77d3eab,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,-220.98364,127.7676,-326.3824,1970-01-21 11:51:54.038,Position,False,1970-01-21
1473,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,163.17838,113.24999,87.424484,1970-01-21 11:51:54.098,BotPosition,True,1970-01-21
1457,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,1.5111724,106.45687,-9.320504,1970-01-21 11:51:54.214,BotPosition,True,1970-01-21
070cc1c5-677f-4397-892b-70b4b77d3eab,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,77.37755,127.825806,-280.44174,1970-01-21 11:51:54.244,Position,False,1970-01-21
1463,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,-254.05962,127.298195,166.26097,1970-01-21 11:51:54.208,BotPosition,True,1970-01-21
1477,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,142.39186,113.24999,75.17038,1970-01-21 11:51:54.073,BotPosition,True,1970-01-21
1447,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,-4.448583,108.86489,-2.005045,1970-01-21 11:51:54.123,BotPosition,True,1970-01-21
1447,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,-13.139216,101.83314,46.889656,1970-01-21 11:51:54.078,BotPosition,True,1970-01-21
1453,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,-1.9635297,108.01305,1.5761303,1970-01-21 11:51:54.103,BotPosition,True,1970-01-21
1467,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,-109.28354,103.049995,71.87611,1970-01-21 11:51:54.339,BotPosition,True,1970-01-21
070cc1c5-677f-4397-892b-70b4b77d3eab,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,85.87726,129.3719,-273.50607,1970-01-21 11:51:54.219,Position,False,1970-01-21
1457,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,29.745728,108.30592,-67.56936,1970-01-21 11:51:54.073,BotPosition,True,1970-01-21
1460,ff73c97b-3b34-4836-a8a1-47b2f94dd77c.nakama-0,AmbroseValley,-61.417614,127.16648,-276.86905,1970-01-21 11:51:54.012,BotPosition,True,1970-01-21
